29		"A2Y5A2VKUNMAR2"		c01_v01		C6CzJjnxFQ0		10		s2_c01_v01_e15		94.585		Spread sauce around		72		84						
30		"AT5RZ3VFUC9BH"		c01_v01		C6CzJjnxFQ0		10		s2_c01_v01_e15		94.585		Spread sauce around		80		0				on		
31		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		537		s2_m01_v01_e16		328.313333333		take flat brush and wet it		228		246						
32		"A3AYR3H2AYYT5G"		m01_v01		iTXnpGe7a1A		537		s2_m01_v01_e16		328.313333333		take flat brush and wet it		232		238						
33		"A1D08ZZ9KCTPQS"		m01_v01		iTXnpGe7a1A		537		s2_m01_v01_e16		328.313333333		take flat brush and wet it		228		246						
34		"A2Y5A2VKUNMAR2"		m01_v01		iTXnpGe7a1A		538		s2_m01_v01_e17		350.75		put one drop of this		304		314						
35		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		538		s2_m01_v01_e17		350.75		put one drop of this		306		316						
36		"A3RGYT0JTEHAOK"		m01_v01		iTXnpGe7a1A		538		s2_m01_v01_e17		350.75		put one drop of this		312		320						
37		"A2Y5A2VKUNMAR2"		m01_v01		iTXnpGe7a1A		539		s2_m01_v01_e19		284.79		focus putting more pressure on inner quad		317		331						
38		"AT5RZ3VFUC9BH"		m01_v01		iTXnpGe7a1A		539		s2_m01_v01_e19		284.79		focus putting more pressure on inner quad		315		331						
39		"A3AYR3H2AYYT5G"		m01_v01		iTXnpGe7a1A		539		s2_m01_v01_e19		284.79		focus putting more pressure on inner quad		315		333						
40		"A1JJ85MMSJW969"		m01_v01		iTXnpGe7a1A		540		s2_m01_v01_e20		166.386666667		so that have any harh lines.		290		300						
41		"A8Y8LUQJQ8OU4"		m01_v01		iTXnpGe7a1A		540		s2_m01_v01_e20		166.386666667		so that have any harh lines.		290		304						
42		"A3AYR3H2AYYT5G"		m01_v01		iTXnpGe7a1A		540		s2_m01_v01_e20		166.386666667		so that have any harh lines.		288		304						
43		"A2Y5A2VKUNMAR2"		m01_v01		iTXnpGe7a1A		541		s2_m01_v01_e21		138.453333333		apply on lid		99		101						
