715		A2VQ46CXQ4RZGI		200		0		0		0,1,2		s2_c03_v01_e10		81.6966666667		Add cumin====Cumin====Add cumin
716		ATIGCUKIPNWG0		200		1		1		0,1,2		s2_c03_v01_e10		81.6966666667		Add cumin====Cumin====Add cumin
717		AI9WYG457WDW2		200		2		2		2,1,0		s2_c03_v01_e10		81.6966666667		Add cumin====Cumin====Add cumin
718		A2MV2H042RJ8TY		201		0		0		1,0		s2_c03_v01_e12		104.73		Squeeze in fresh lime juice====Lime juice
719		A2VQ46CXQ4RZGI		201		1		1		0,1		s2_c03_v01_e12		104.73		Squeeze in fresh lime juice====Lime juice
720		A2IKW7I8X54JRP		201		0		0		1,0		s2_c03_v01_e12		104.73		Squeeze in fresh lime juice====Lime juice
721		A1PYMROZ75S4FW		202		1		1		0,1		s2_c03_v01_e13		105.345		Squeeze in fresh lime juice====Squeeze lime juice over mixture
722		A1KB3HD0R4QRVZ		202		0		0		0,1		s2_c03_v01_e13		105.345		Squeeze in fresh lime juice====Squeeze lime juice over mixture
723		A1PEIAZGS7C9DH		202		0		0		0,1		s2_c03_v01_e13		105.345		Squeeze in fresh lime juice====Squeeze lime juice over mixture
724		A1LOT6YM1SG3NZ		203		0		0		0,2,1		s2_c03_v01_e14		108.76		Use potato masher to blend====Potato masher or fork to combine====secret ingredient
725		A2MV2H042RJ8TY		203		0		0		2,0,1		s2_c03_v01_e14		108.76		Use potato masher to blend====Potato masher or fork to combine====secret ingredient
726		AWTJ1X4WZQ7H6		203		1		1		1,2,0		s2_c03_v01_e14		108.76		Use potato masher to blend====Potato masher or fork to combine====secret ingredient
727		A2MV2H042RJ8TY		204		0		0		1,0,2		s2_c03_v01_e15		34.0633333333		Sprinkle coarsley chopped cilantro over avacados====Add coarsely chopped cilantro====put avocado lime juice & cilantro
728		A1KB3HD0R4QRVZ		204		1		1		1,2,0		s2_c03_v01_e15		34.0633333333		Sprinkle coarsley chopped cilantro over avacados====Add coarsely chopped cilantro====put avocado lime juice & cilantro
729		A272IOADALQHWV		204		0		0		1,0,2		s2_c03_v01_e15		34.0633333333		Sprinkle coarsley chopped cilantro over avacados====Add coarsely chopped cilantro====put avocado lime juice & cilantro
730		A2MV2H042RJ8TY		205		1		1		0,1		s2_c03_v01_e16		153.51		Add  fresh lime juice salt pepper sriracha====add lime juice 
731		AFGAW97ISNQPK		205		1		1		0,1		s2_c03_v01_e16		153.51		Add  fresh lime juice salt pepper sriracha====add lime juice 
732		A2IKW7I8X54JRP		205		0		0		1,0		s2_c03_v01_e16		153.51		Add  fresh lime juice salt pepper sriracha====add lime juice 
733		A2EUY3OCVFQPNQ		206		0		0		1,2,0		s2_c03_v01_e19		92.25		Sriracha====Add sriracha====Add sriracha
734		A2MV2H042RJ8TY		206		2		2		0,2,1		s2_c03_v01_e19		92.25		Sriracha====Add sriracha====Add sriracha
735		A2VQ46CXQ4RZGI		206		2		2		1,0,2		s2_c03_v01_e19		92.25		Sriracha====Add sriracha====Add sriracha
736		A1PYMROZ75S4FW		207		@		stop what you are doing		0,1		s2_c03_v01_e21		136.425		don====Don
737		AHZK68L2UCA70		207		@		stop mashing - don't overmix		0,1		s2_c03_v01_e21		136.425		don====Don
738		A2MV2H042RJ8TY		207		1		1		0,1		s2_c03_v01_e21		136.425		don====Don
739		A1WUZOLVPEXOLE		208		0		0		0,1		s2_c03_v01_e22		22.58		Put avocados in a bowl====Place soft avacados in to bowl
740		A2MV2H042RJ8TY		208		noop		noop		1,0		s2_c03_v01_e22		22.58		Put avocados in a bowl====Place soft avacados in to bowl
741		A3A45A5YUM61LK		208		1		1		0,1		s2_c03_v01_e22		22.58		Put avocados in a bowl====Place soft avacados in to bowl
742		A2MV2H042RJ8TY		209		noop		noop		0,1		s2_c03_v01_e23		27.115		Add fresh lime juice====Squeeze lime juice over avacados
743		A1KB3HD0R4QRVZ		209		0		0		0,1		s2_c03_v01_e23		27.115		Add fresh lime juice====Squeeze lime juice over avacados
744		A1U95D7R56OJ2E		209		1		1		0,1		s2_c03_v01_e23		27.115		Add fresh lime juice====Squeeze lime juice over avacados
745		A1KB3HD0R4QRVZ		210		0		0		1,0,3,2		s2_c03_v01_e26		56.3825		Add onions to the mixture in the bowl====put onions====Add in chopped onions (green white or yellow)====Green onions (or white/yellow)
746		A2R2L2GA314OEI		210		2		2		0,2,3,1		s2_c03_v01_e26		56.3825		Add onions to the mixture in the bowl====put onions====Add in chopped onions (green white or yellow)====Green onions (or white/yellow)
747		A2MV2H042RJ8TY		210		1		1		1,0,2,3		s2_c03_v01_e26		56.3825		Add onions to the mixture in the bowl====put onions====Add in chopped onions (green white or yellow)====Green onions (or white/yellow)
748		A3AUE0VFUAC4CO		211		noop		noop		0,2,1		s2_c03_v01_e29		87.02		Add salt coarsely ground is preferred but any will work====Pinch of salt====Salt
749		A111JI6APXR6QV		211		1		1		0,2,1		s2_c03_v01_e29		87.02		Add salt coarsely ground is preferred but any will work====Pinch of salt====Salt
750		A2R2L2GA314OEI		211		0		0		1,2,0		s2_c03_v01_e29		87.02		Add salt coarsely ground is preferred but any will work====Pinch of salt====Salt
751		A3DLDSXGH336Y0		212		1		1		1,0		s2_c03_v01_e31		66.07		Jalepeno====Add jalapeno to the guacamole mixture
752		A2R2L2GA314OEI		212		1		1		0,1		s2_c03_v01_e31		66.07		Jalepeno====Add jalapeno to the guacamole mixture
753		A2MV2H042RJ8TY		212		1		1		0,1		s2_c03_v01_e31		66.07		Jalepeno====Add jalapeno to the guacamole mixture
754		A1M9HUOS9S8A15		213		0		0		1,0		s2_c03_v01_e33		164.055		mixed and eat with snacks ====everything is mixed up but there are chunks of avacado
755		A1PYMROZ75S4FW		213		1		1		1,0		s2_c03_v01_e33		164.055		mixed and eat with snacks ====everything is mixed up but there are chunks of avacado
756		A2MV2H042RJ8TY		213		0		0		0,1		s2_c03_v01_e33		164.055		mixed and eat with snacks ====everything is mixed up but there are chunks of avacado
757		A2MV2H042RJ8TY		214		0		0		1,0,2		s2_c03_v01_e34		41.4933333333		Add chopped tomatoes====Add chopped tomatoes to mixture====put tomatoes
758		A1PEIAZGS7C9DH		214		1		1		2,1,0		s2_c03_v01_e34		41.4933333333		Add chopped tomatoes====Add chopped tomatoes to mixture====put tomatoes
759		A2Y5A2VKUNMAR2		214		0		0		1,0,2		s2_c03_v01_e34		41.4933333333		Add chopped tomatoes====Add chopped tomatoes to mixture====put tomatoes
760		A3RGYT0JTEHAOK		215		2		2		2,0,1		s2_c03_v02_e08		79.7633333333		Dice onion====put diced onian====Get diced onion
761		A2O4KD35UJZ3SS		215		2		2		2,0,1		s2_c03_v02_e08		79.7633333333		Dice onion====put diced onian====Get diced onion
762		A1PYMROZ75S4FW		215		0		0		0,2,1		s2_c03_v02_e08		79.7633333333		Dice onion====put diced onian====Get diced onion
763		A7SLNC6GEDU9P		216		1		1		0,1		s2_c03_v02_e09		84.205		Get salt====Wash your hands
764		A1PEIAZGS7C9DH		216		0		0		1,0		s2_c03_v02_e09		84.205		Get salt====Wash your hands
765		AI9WYG457WDW2		216		1		1		1,0		s2_c03_v02_e09		84.205		Get salt====Wash your hands
766		A1KB3HD0R4QRVZ		217		1		1		0,1		s2_c03_v02_e10		86.54		Wash your hands before cooking====wash your hands
767		A2VQ46CXQ4RZGI		217		0		0		1,0		s2_c03_v02_e10		86.54		Wash your hands before cooking====wash your hands
768		AWTJ1X4WZQ7H6		217		0		0		0,1		s2_c03_v02_e10		86.54		Wash your hands before cooking====wash your hands
769		A2MV2H042RJ8TY		218		1		1		0,1,2		s2_c03_v02_e11		109.783333333		Slice your avocado in half length-wise====Cut open avacado ====When cutting open your avocado
770		AE07IWH0B4F5E		218		0		0		0,2,1		s2_c03_v02_e11		109.783333333		Slice your avocado in half length-wise====Cut open avacado ====When cutting open your avocado
771		AWTJ1X4WZQ7H6		218		0		0		0,1,2		s2_c03_v02_e11		109.783333333		Slice your avocado in half length-wise====Cut open avacado ====When cutting open your avocado
772		A3JFSFVZSPX1KZ		219		0		0		0,1		s2_c03_v02_e12		116.59		Put the blade in and rotate the blade around it.====When cutting the avacado rotate your blade around it.
773		A1PEIAZGS7C9DH		219		0		0		0,1		s2_c03_v02_e12		116.59		Put the blade in and rotate the blade around it.====When cutting the avacado rotate your blade around it.
774		AOPG07J95DDJT		219		1		1		0,1		s2_c03_v02_e12		116.59		Put the blade in and rotate the blade around it.====When cutting the avacado rotate your blade around it.
775		A1M9HUOS9S8A15		220		2		2		2,0,3,1		s2_c03_v02_e14		59.98		Next ingredient ====the next ingredient====Get a tomato====tomato
776		A1KB3HD0R4QRVZ		220		2		2		0,2,3,1		s2_c03_v02_e14		59.98		Next ingredient ====the next ingredient====Get a tomato====tomato
777		AI9WYG457WDW2		220		2		2		1,0,2,3		s2_c03_v02_e14		59.98		Next ingredient ====the next ingredient====Get a tomato====tomato
778		A111JI6APXR6QV		221		0		0		0,1		s2_c03_v02_e15		258.195		Taste the guacamole to see if it needs more salt====I
779		A2MV2H042RJ8TY		221		0		0		0,1		s2_c03_v02_e15		258.195		Taste the guacamole to see if it needs more salt====I
780		A2EUY3OCVFQPNQ		221		0		0		1,0		s2_c03_v02_e15		258.195		Taste the guacamole to see if it needs more salt====I
781		A3CC8XGHB7HL85		222		@		""Slice one direction then slice in other. Then sprinkle in a handful of onion"".		0,1		s2_c03_v02_e16		161.72		then slice it in the other direction to make cubes====add a handful
782		A1PYMROZ75S4FW		222		0		0		0,1		s2_c03_v02_e16		161.72		then slice it in the other direction to make cubes====add a handful
783		AFGAW97ISNQPK		222		0		0		1,0		s2_c03_v02_e16		161.72		then slice it in the other direction to make cubes====add a handful
784		A2MV2H042RJ8TY		223		1		1		1,2,0,3		s2_c03_v02_e17		166.7525		add a handful of onion====Add onions====Slice up the tomato in tiny pieces and then add a handful on onion on top of them.====sprinkle that in
785		A387OFOUJEG6FT		223		0		0		1,0,2,3		s2_c03_v02_e17		166.7525		add a handful of onion====Add onions====Slice up the tomato in tiny pieces and then add a handful on onion on top of them.====sprinkle that in
786		A2Y5A2VKUNMAR2		223		0		0		0,1,2,3		s2_c03_v02_e17		166.7525		add a handful of onion====Add onions====Slice up the tomato in tiny pieces and then add a handful on onion on top of them.====sprinkle that in
787		A2MV2H042RJ8TY		224		1		1		0,1		s2_c03_v02_e18		170.275		add some chewy====Add chili
788		AI9WYG457WDW2		224		0		0		0,1		s2_c03_v02_e18		170.275		add some chewy====Add chili
789		A2VQ46CXQ4RZGI		224		0		0		0,1		s2_c03_v02_e18		170.275		add some chewy====Add chili
790		A1KB3HD0R4QRVZ		225		1		1		0,1,2,3		s2_c03_v02_e19		221.9275		cut the tomatoes and onions and layer====Add a pinch of salt====Add a pinch of salt====arabian receipe
791		A2MV2H042RJ8TY		225		2		2		2,0,1,3		s2_c03_v02_e19		221.9275		cut the tomatoes and onions and layer====Add a pinch of salt====Add a pinch of salt====arabian receipe
792		A39UF1AS2T27VZ		225		2		2		2,1,3,0		s2_c03_v02_e19		221.9275		cut the tomatoes and onions and layer====Add a pinch of salt====Add a pinch of salt====arabian receipe
793		A1LOT6YM1SG3NZ		226		noop		noop		0,1		s2_c03_v02_e20		225.935		Mash it up with a potato masher====I
794		A3AUE0VFUAC4CO		226		noop		noop		1,0		s2_c03_v02_e20		225.935		Mash it up with a potato masher====I
795		A2VQ46CXQ4RZGI		226		0		0		1,0		s2_c03_v02_e20		225.935		Mash it up with a potato masher====I
796		AE07IWH0B4F5E		227		0		0		1,0		s2_c03_v02_e21		212.205		Add it to the guacamole====add it to the
797		A1YA3HNCUJSJF4		227		noop		noop		1,0		s2_c03_v02_e21		212.205		Add it to the guacamole====add it to the
798		AFGAW97ISNQPK		227		0		0		1,0		s2_c03_v02_e21		212.205		Add it to the guacamole====add it to the
799		A2R2L2GA314OEI		228		0		0		1,0,2		s2_c03_v02_e23		271.176666667		If you added more salt stir and taste again====stir it up again====stir it up
800		AI9WYG457WDW2		228		0		0		2,1,0		s2_c03_v02_e23		271.176666667		If you added more salt stir and taste again====stir it up again====stir it up
801		A2MV2H042RJ8TY		228		1		1		0,1,2		s2_c03_v02_e23		271.176666667		If you added more salt stir and taste again====stir it up again====stir it up
802		AI9WYG457WDW2		229		0		0		1,0		s2_c03_v02_e24		132.885		The safest way to remove the seed is to use your hand.====Take seed out of the avacado.
803		A2MV2H042RJ8TY		229		1		1		0,1		s2_c03_v02_e24		132.885		The safest way to remove the seed is to use your hand.====Take seed out of the avacado.
804		A111JI6APXR6QV		229		1		1		1,0		s2_c03_v02_e24		132.885		The safest way to remove the seed is to use your hand.====Take seed out of the avacado.
805		AI9WYG457WDW2		230		0		0		0,2,1		s2_c03_v02_e25		139.633333333		Then use a spoon to remove the flesh====Scoop out the avacado flesh with a spoon into a bowl.====blackspots
806		A2MV2H042RJ8TY		230		1		1		1,0,2		s2_c03_v02_e25		139.633333333		Then use a spoon to remove the flesh====Scoop out the avacado flesh with a spoon into a bowl.====blackspots
807		A2VQ46CXQ4RZGI		230		1		1		1,0,2		s2_c03_v02_e25		139.633333333		Then use a spoon to remove the flesh====Scoop out the avacado flesh with a spoon into a bowl.====blackspots
808		A1PEIAZGS7C9DH		231		0		0		1,0		s2_c03_v02_e26		147.83		Pick out the brown or black spots.====thin slices
809		AI9WYG457WDW2		231		1		1		1,0		s2_c03_v02_e26		147.83		Pick out the brown or black spots.====thin slices
810		A2MV2H042RJ8TY		231		0		0		1,0		s2_c03_v02_e26		147.83		Pick out the brown or black spots.====thin slices
811		A2MV2H042RJ8TY		232		0		0		1,0		s2_c03_v02_e28		28.79		ingredients ====we
812		A2R2L2GA314OEI		232		@		Start off with avocado.		1,0		s2_c03_v02_e28		28.79		ingredients ====we
813		A2VQ46CXQ4RZGI		232		0		0		1,0		s2_c03_v02_e28		28.79		ingredients ====we
814		A1KB3HD0R4QRVZ		233		1		1		1,0		s2_c03_v02_e30		179.51		and I====Chop them together
815		ACHTQDBO8RS0O		233		1		1		0,1		s2_c03_v02_e30		179.51		and I====Chop them together
816		A2MV2H042RJ8TY		233		1		1		1,0		s2_c03_v02_e30		179.51		and I====Chop them together
817		A1KB3HD0R4QRVZ		234		0		0		1,0		s2_c03_v02_e32		245.48		If you want to add hot sauce to the recipe feel free to do so.====Add hot sauce if you would like. This is optional.
818		A2MV2H042RJ8TY		234		1		1		0,1		s2_c03_v02_e32		245.48		If you want to add hot sauce to the recipe feel free to do so.====Add hot sauce if you would like. This is optional.
819		AI9WYG457WDW2		234		0		0		0,1		s2_c03_v02_e32		245.48		If you want to add hot sauce to the recipe feel free to do so.====Add hot sauce if you would like. This is optional.
820		A2IZ21VPUWDNM2		235		0		0		1,0		s2_c03_v03_e01		106.545		Cut the avocados in half length-wise====cut open guacamolo
821		ACHTQDBO8RS0O		235		1		1		0,1		s2_c03_v03_e01		106.545		Cut the avocados in half length-wise====cut open guacamolo
822		A2QZAMV2EGH7IN		235		noop		noop		1,0		s2_c03_v03_e01		106.545		Cut the avocados in half length-wise====cut open guacamolo
823		A2T19IADVP11HY		236		0		0		0,1		s2_c03_v03_e02		209.265		Keep mashing it====the recipe I
824		A2MV2H042RJ8TY		236		0		0		0,1		s2_c03_v03_e02		209.265		Keep mashing it====the recipe I
825		AHN6EHPD7LRNF		236		0		0		1,0		s2_c03_v03_e02		209.265		Keep mashing it====the recipe I
826		A1KB3HD0R4QRVZ		237		1		1		0,1		s2_c03_v03_e03		226.125		chill for 15 minutes====chill 15 minutes
827		A2MV2H042RJ8TY		237		1		1		1,0		s2_c03_v03_e03		226.125		chill for 15 minutes====chill 15 minutes
828		A1DBDHM956762E		237		0		0		0,1		s2_c03_v03_e03		226.125		chill for 15 minutes====chill 15 minutes
829		A1KB3HD0R4QRVZ		238		0		0		0,1		s2_c03_v03_e04		246.23		plate with chips====after chill to serve 
830		A2R2L2GA314OEI		238		noop		noop		0,1		s2_c03_v03_e04		246.23		plate with chips====after chill to serve 
831		A2MV2H042RJ8TY		238		0		0		0,1		s2_c03_v03_e04		246.23		plate with chips====after chill to serve 
832		A1LOT6YM1SG3NZ		239		1		1		1,2,0		s2_c03_v03_e05		169.96		Add the tomato====ingredients with tomato====Add tomato
833		A1KB3HD0R4QRVZ		239		1		1		1,0,2		s2_c03_v03_e05		169.96		Add the tomato====ingredients with tomato====Add tomato
834		AI9WYG457WDW2		239		0		0		1,0,2		s2_c03_v03_e05		169.96		Add the tomato====ingredients with tomato====Add tomato
835		AHZK68L2UCA70		240		1		1		0,1		s2_c03_v03_e06		172.205		Add jalapeno pepper====Add the jalapeno pepper
836		A111JI6APXR6QV		240		0		0		0,1		s2_c03_v03_e06		172.205		Add jalapeno pepper====Add the jalapeno pepper
837		A2SGOEOZIT7UIU		240		noop		noop		0,1		s2_c03_v03_e06		172.205		Add jalapeno pepper====Add the jalapeno pepper
838		A1PYMROZ75S4FW		241		0		0		0,1		s2_c03_v03_e07		176.03		Add green onions====Add scallions (green onions)
839		AI9WYG457WDW2		241		0		0		0,1		s2_c03_v03_e07		176.03		Add green onions====Add scallions (green onions)
840		A111JI6APXR6QV		241		0		0		1,0		s2_c03_v03_e07		176.03		Add green onions====Add scallions (green onions)
841		A2MV2H042RJ8TY		242		1		1		1,0		s2_c03_v03_e08		179.855		Add salt====Add salt
842		A2R2L2GA314OEI		242		0		0		0,1		s2_c03_v03_e08		179.855		Add salt====Add salt
843		AI9WYG457WDW2		242		0		0		0,1		s2_c03_v03_e08		179.855		Add salt====Add salt
844		A1LOT6YM1SG3NZ		243		1		1		0,1		s2_c03_v03_e09		181.37		Add pepper====Add pepper
845		A1KB3HD0R4QRVZ		243		1		1		1,0		s2_c03_v03_e09		181.37		Add pepper====Add pepper
846		A2ORTC4C0S43XV		243		1		1		1,0		s2_c03_v03_e09		181.37		Add pepper====Add pepper
847		A111JI6APXR6QV		244		1		1		2,1,0		s2_c03_v03_e10		186.34		Add cumin====Add cumin====now it smashed over
848		AWTJ1X4WZQ7H6		244		1		1		2,0,1		s2_c03_v03_e10		186.34		Add cumin====Add cumin====now it smashed over
849		A2MV2H042RJ8TY		244		1		1		1,2,0		s2_c03_v03_e10		186.34		Add cumin====Add cumin====now it smashed over
850		A2MV2H042RJ8TY		245		1		1		1,0		s2_c03_v03_e11		190.355		Mash together====Mash it all up together
851		A2Y5A2VKUNMAR2		245		1		1		0,1		s2_c03_v03_e11		190.355		Mash together====Mash it all up together
852		A2VQ46CXQ4RZGI		245		1		1		1,0		s2_c03_v03_e11		190.355		Mash together====Mash it all up together
853		A1ZE5VBEHVV6IP		246		0		0		0,1,2,3		s2_c03_v03_e12		52.465		Cover two tortillas with cooking spray====2 tortillas====Take two tortillas====Spray two tortillas with cooking spray
854		A7SLNC6GEDU9P		246		3		3		0,2,3,1		s2_c03_v03_e12		52.465		Cover two tortillas with cooking spray====2 tortillas====Take two tortillas====Spray two tortillas with cooking spray
855		A2MV2H042RJ8TY		246		3		3		0,1,2,3		s2_c03_v03_e12		52.465		Cover two tortillas with cooking spray====2 tortillas====Take two tortillas====Spray two tortillas with cooking spray
856		A1KB3HD0R4QRVZ		247		noop		noop		0,2,1		s2_c03_v03_e13		56.68		Cover tortillas with cooking spray====Cover tortillas with cooking spray====Stack the tortillas
857		A2MV2H042RJ8TY		247		0		0		0,2,1		s2_c03_v03_e13		56.68		Cover tortillas with cooking spray====Cover tortillas with cooking spray====Stack the tortillas
858		AWTJ1X4WZQ7H6		247		2		2		0,2,1		s2_c03_v03_e13		56.68		Cover tortillas with cooking spray====Cover tortillas with cooking spray====Stack the tortillas
859		A1PYMROZ75S4FW		248		2		2		0,1,2		s2_c03_v03_e14		58.5333333333		Stack tortillas====Stack tortillas====Stack two tortillas
860		A1KB3HD0R4QRVZ		248		1		1		0,2,1		s2_c03_v03_e14		58.5333333333		Stack tortillas====Stack tortillas====Stack two tortillas
861		A2MV2H042RJ8TY		248		0		0		0,1,2		s2_c03_v03_e14		58.5333333333		Stack tortillas====Stack tortillas====Stack two tortillas
862		A16S5BHQX20Y5A		249		1		1		0,1		s2_c03_v03_e17		64.195		Cut up the tortillas into small strips or wedges====stack tortillas
863		A2MV2H042RJ8TY		249		0		0		1,0		s2_c03_v03_e17		64.195		Cut up the tortillas into small strips or wedges====stack tortillas
864		A2VQ46CXQ4RZGI		249		0		0		1,0		s2_c03_v03_e17		64.195		Cut up the tortillas into small strips or wedges====stack tortillas
865		A1KB3HD0R4QRVZ		250		1		1		1,0		s2_c03_v03_e18		86.7		lay out evenly====Put the tortilla wedges in the oven
866		A2ORTC4C0S43XV		250		1		1		1,0		s2_c03_v03_e18		86.7		lay out evenly====Put the tortilla wedges in the oven
867		A2R2L2GA314OEI		250		1		1		1,0		s2_c03_v03_e18		86.7		lay out evenly====Put the tortilla wedges in the oven
868		A1PYMROZ75S4FW		251		0		0		0,1		s2_c03_v03_e21		95.065		Cook the tortilla chips in the oven for 15 minutes at 400 degrees Farenheit====cook chips in 15 minutes in oven at 400 celsius
869		A2MV2H042RJ8TY		251		0		0		1,0		s2_c03_v03_e21		95.065		Cook the tortilla chips in the oven for 15 minutes at 400 degrees Farenheit====cook chips in 15 minutes in oven at 400 celsius
870		AFGAW97ISNQPK		251		1		1		1,0		s2_c03_v03_e21		95.065		Cook the tortilla chips in the oven for 15 minutes at 400 degrees Farenheit====cook chips in 15 minutes in oven at 400 celsius
871		A2R2L2GA314OEI		252		2		2		1,2,0		s2_c03_v03_e22		135.433333333		Mash the avocado up====Mash it up a little bit.====mash it up
872		A2VQ46CXQ4RZGI		252		0		0		0,2,1		s2_c03_v03_e22		135.433333333		Mash the avocado up====Mash it up a little bit.====mash it up
873		ATIGCUKIPNWG0		252		1		1		1,0,2		s2_c03_v03_e22		135.433333333		Mash the avocado up====Mash it up a little bit.====mash it up
874		A2MV2H042RJ8TY		253		0		0		0,1		s2_c03_v03_e25		123.555		Remove the skin from the avocado====remove skin
875		A0209255363QIA3IXELX		253		0		0		1,0		s2_c03_v03_e25		123.555		Remove the skin from the avocado====remove skin
876		AWTJ1X4WZQ7H6		253		0		0		1,0		s2_c03_v03_e25		123.555		Remove the skin from the avocado====remove skin
877		A1PEIAZGS7C9DH		254		2		2		0,1,2		s2_c03_v04_e01		41.3433333333		so basically all you gotta do====Mix ingredients together====Put ripe avocado into the bowl
878		A2R2L2GA314OEI		254		1		1		0,2,1		s2_c03_v04_e01		41.3433333333		so basically all you gotta do====Mix ingredients together====Put ripe avocado into the bowl
879		A2Y5A2VKUNMAR2		254		0		0		2,1,0		s2_c03_v04_e01		41.3433333333		so basically all you gotta do====Mix ingredients together====Put ripe avocado into the bowl
880		A1KB3HD0R4QRVZ		255		1		1		1,0,2		s2_c03_v04_e08		71.5566666667		her for this====Add habanero peppers====Habanero peppers
881		A2MV2H042RJ8TY		255		1		1		0,1,2		s2_c03_v04_e08		71.5566666667		her for this====Add habanero peppers====Habanero peppers
882		A2Y5A2VKUNMAR2		255		2		2		1,0,2		s2_c03_v04_e08		71.5566666667		her for this====Add habanero peppers====Habanero peppers
883		A1PEIAZGS7C9DH		256		1		1		2,0,1		s2_c03_v04_e09		74.5366666667		garlic====Add garlic====Garlic
884		A1KB3HD0R4QRVZ		256		1		1		1,0,2		s2_c03_v04_e09		74.5366666667		garlic====Add garlic====Garlic
885		A2IZ21VPUWDNM2		256		noop		noop		0,1,2		s2_c03_v04_e09		74.5366666667		garlic====Add garlic====Garlic
886		A2MV2H042RJ8TY		257		noop		noop		1,0,2		s2_c03_v04_e10		78.6433333333		onions====White onions====Add white onions
887		A1DBDHM956762E		257		noop		noop		2,1,0		s2_c03_v04_e10		78.6433333333		onions====White onions====Add white onions
888		A2IZ21VPUWDNM2		257		1		1		1,0,2		s2_c03_v04_e10		78.6433333333		onions====White onions====Add white onions
889		A111JI6APXR6QV		258		1		1		1,0,2		s2_c03_v04_e15		96.6933333333		gonna go ahead and add====Squeeze lemon juice over mixture====Add lemon juice (one whole lemon)
890		A1PYMROZ75S4FW		258		2		2		1,0,2		s2_c03_v04_e15		96.6933333333		gonna go ahead and add====Squeeze lemon juice over mixture====Add lemon juice (one whole lemon)
891		AI9WYG457WDW2		258		noop		noop		1,2,0		s2_c03_v04_e15		96.6933333333		gonna go ahead and add====Squeeze lemon juice over mixture====Add lemon juice (one whole lemon)
892		A2MV2H042RJ8TY		259		0		0		0,1		s2_c03_v04_e16		166.505		Add a little salt====ADD MORE SALT
893		A1KB3HD0R4QRVZ		259		1		1		1,0		s2_c03_v04_e16		166.505		Add a little salt====ADD MORE SALT
894		A2O4KD35UJZ3SS		259		1		1		0,1		s2_c03_v04_e16		166.505		Add a little salt====ADD MORE SALT
895		A3CA813QMZLUL6		260		@		you dont want to over mash it		1,0		s2_c03_v04_e17		152.285		Mix and mash it a little====DON
896		A35FOJ3K98V4DL		260		0		0		1,0		s2_c03_v04_e17		152.285		Mix and mash it a little====DON
897		A2MV2H042RJ8TY		260		0		0		1,0		s2_c03_v04_e17		152.285		Mix and mash it a little====DON
898		A3RGYT0JTEHAOK		261		noop		noop		0,1		s2_c03_v04_e18		133.445		You can add more lemon====ADD LEMON
899		AI9WYG457WDW2		261		noop		noop		1,0		s2_c03_v04_e18		133.445		You can add more lemon====ADD LEMON
900		A2MV2H042RJ8TY		261		1		1		1,0		s2_c03_v04_e18		133.445		You can add more lemon====ADD LEMON
901		A1KB3HD0R4QRVZ		262		1		1		1,0		s2_c03_v04_e19		124.185		Mix everything together====MIX EVERYTHING
902		ACHTQDBO8RS0O		262		0		0		0,1		s2_c03_v04_e19		124.185		Mix everything together====MIX EVERYTHING
903		AWTJ1X4WZQ7H6		262		0		0		0,1		s2_c03_v04_e19		124.185		Mix everything together====MIX EVERYTHING
904		AWTJ1X4WZQ7H6		263		1		1		0,1		s2_c03_v04_e20		137.62		You can add salt or any other ingredient to taste====you can add lemon and salt
905		A2MV2H042RJ8TY		263		noop		noop		0,1		s2_c03_v04_e20		137.62		You can add salt or any other ingredient to taste====you can add lemon and salt
906		A2O4KD35UJZ3SS		263		1		1		1,0		s2_c03_v04_e20		137.62		You can add salt or any other ingredient to taste====you can add lemon and salt
907		A1PQOXIDIXQS81		264		0		0		1,0,2		s2_c03_v04_e21		89.91		Cilantro====and of course====Add cilantro
908		A2MV2H042RJ8TY		264		noop		noop		0,2,1		s2_c03_v04_e21		89.91		Cilantro====and of course====Add cilantro
909		AWTJ1X4WZQ7H6		264		2		2		2,1,0		s2_c03_v04_e21		89.91		Cilantro====and of course====Add cilantro
910		A111JI6APXR6QV		265		1		1		0,1		s2_c03_v04_e22		62.5		and then begin to====Add ingredients
911		A1PYMROZ75S4FW		265		1		1		0,1		s2_c03_v04_e22		62.5		and then begin to====Add ingredients
912		A1KB3HD0R4QRVZ		265		1		1		1,0		s2_c03_v04_e22		62.5		and then begin to====Add ingredients
913		ATIGCUKIPNWG0		266		noop		noop		0,2,1		s2_c03_v04_e25		117.593333333		pinch of salt====Add a pinch of salt====ADD PINCH OF SALT
914		AI9WYG457WDW2		266		2		2		2,0,1		s2_c03_v04_e25		117.593333333		pinch of salt====Add a pinch of salt====ADD PINCH OF SALT
915		A2Y5A2VKUNMAR2		266		1		1		0,1,2		s2_c03_v04_e25		117.593333333		pinch of salt====Add a pinch of salt====ADD PINCH OF SALT
916		A2VQ46CXQ4RZGI		267		0		0		0,1		s2_c03_v04_e26		108.13		1 1/2 avocados====Use whole lemon for juice and 1 1/2 avacados for mix
917		AI9WYG457WDW2		267		1		1		1,0		s2_c03_v04_e26		108.13		1 1/2 avocados====Use whole lemon for juice and 1 1/2 avacados for mix
918		A2EUY3OCVFQPNQ		267		1		1		0,1		s2_c03_v04_e26		108.13		1 1/2 avocados====Use whole lemon for juice and 1 1/2 avacados for mix
