3057		AI9WYG457WDW2		1002		1		1		1,2,3,0		s2_p03_v03_e12		55.955		Make a slight S in RGB====there in my final lomo effect in photoshop====use the RGB coloc====take the green channel and do adjustment
3058		A3FBN45VYEHVY9		1003		noop		noop		1,0		s2_p03_v04_e07		55.13		go over to the lasser tool and make sure your feather tool====Intro. no instruction in this part of the vid
3059		ACHTQDBO8RS0O		1003		1		1		0,1		s2_p03_v04_e07		55.13		go over to the lasser tool and make sure your feather tool====Intro. no instruction in this part of the vid
3060		A2VQ46CXQ4RZGI		1003		0		0		1,0		s2_p03_v04_e07		55.13		go over to the lasser tool and make sure your feather tool====Intro. no instruction in this part of the vid
3061		A2MV2H042RJ8TY		1004		1		1		1,0		s2_p03_v04_e09		206.555		click back arrow to bring you back to list of Adjustments====add some contrast to it  click back which will bring you back to list of adjustment
3062		A2VQ46CXQ4RZGI		1004		1		1		1,0		s2_p03_v04_e09		206.555		click back arrow to bring you back to list of Adjustments====add some contrast to it  click back which will bring you back to list of adjustment
3063		AWTJ1X4WZQ7H6		1004		0		0		1,0		s2_p03_v04_e09		206.555		click back arrow to bring you back to list of Adjustments====add some contrast to it  click back which will bring you back to list of adjustment
3064		A2MV2H042RJ8TY		1005		2		2		2,0,1		s2_p03_v04_e10		214.89		add a Curves Adjustment pulling the curve down in the dark area====Adjust Contrast====add curve adjustment click down here and drag it little  right
3065		A1EJF2XR921HDX		1005		2		2		1,2,0		s2_p03_v04_e10		214.89		add a Curves Adjustment pulling the curve down in the dark area====Adjust Contrast====add curve adjustment click down here and drag it little  right
3066		AI9WYG457WDW2		1005		1		1		1,2,0		s2_p03_v04_e10		214.89		add a Curves Adjustment pulling the curve down in the dark area====Adjust Contrast====add curve adjustment click down here and drag it little  right
3067		AE07IWH0B4F5E		1006		0		0		0,1		s2_p03_v04_e14		233.41		dark====go toward the top of the line and drag the curve up
3068		A2VQ46CXQ4RZGI		1006		1		1		0,1		s2_p03_v04_e14		233.41		dark====go toward the top of the line and drag the curve up
3069		ATIGCUKIPNWG0		1006		1		1		0,1		s2_p03_v04_e14		233.41		dark====go toward the top of the line and drag the curve up
3070		ARZEZGD9TYK3Q		1007		noop		noop		1,0,2		s2_p03_v04_e15		324.183333333		select Lab color====about the lab color and  setting the layer 1 ====ASK YOU
3071		AD5IKFAK8KN4P		1007		0		0		0,1,2		s2_p03_v04_e15		324.183333333		select Lab color====about the lab color and  setting the layer 1 ====ASK YOU
3072		A2QZAMV2EGH7IN		1007		noop		noop		1,0,2		s2_p03_v04_e15		324.183333333		select Lab color====about the lab color and  setting the layer 1 ====ASK YOU
3073		A2VQ46CXQ4RZGI		1008		0		0		1,0,2,3		s2_p03_v04_e16		273.6825		central line====close the Adjustments panel====adjustments====create a new layer
3074		A3FBN45VYEHVY9		1008		1		1		0,1,2,3		s2_p03_v04_e16		273.6825		central line====close the Adjustments panel====adjustments====create a new layer
3075		A2MV2H042RJ8TY		1008		3		3		3,2,1,0		s2_p03_v04_e16		273.6825		central line====close the Adjustments panel====adjustments====create a new layer
3076		A2MV2H042RJ8TY		1009		noop		noop		0,1		s2_p03_v04_e18		286.425		fill====fill is shift backspace
3077		A1PYMROZ75S4FW		1009		@		Fill with black by hitting Shift+ Backspace		0,1		s2_p03_v04_e18		286.425		fill====fill is shift backspace
3078		A2Y5A2VKUNMAR2		1009		1		1		1,0		s2_p03_v04_e18		286.425		fill====fill is shift backspace
3079		ARZEZGD9TYK3Q		1010		noop		noop		1,0		s2_p03_v04_e20		359.845		go back to Layers====changing the channels and layers
3080		A2MV2H042RJ8TY		1010		0		0		0,1		s2_p03_v04_e20		359.845		go back to Layers====changing the channels and layers
3081		A3CC8XGHB7HL85		1010		1		1		0,1		s2_p03_v04_e20		359.845		go back to Layers====changing the channels and layers
3082		A2MV2H042RJ8TY		1011		1		1		1,0		s2_p03_v04_e25		381.7		go to Image / Mode====Go to Image Mode
3083		ATIGCUKIPNWG0		1011		1		1		0,1		s2_p03_v04_e25		381.7		go to Image / Mode====Go to Image Mode
3084		AI9WYG457WDW2		1011		0		0		0,1		s2_p03_v04_e25		381.7		go to Image / Mode====Go to Image Mode
3085		AI9WYG457WDW2		1012		0		0		0,1,2		s2_p03_v04_e26		387.066666667		click Image / Mode / RGB Color====RGB Color====about layer 2 image setting
3086		A1PYMROZ75S4FW		1012		0		0		0,2,1		s2_p03_v04_e26		387.066666667		click Image / Mode / RGB Color====RGB Color====about layer 2 image setting
3087		AFGAW97ISNQPK		1012		0		0		0,2,1		s2_p03_v04_e26		387.066666667		click Image / Mode / RGB Color====RGB Color====about layer 2 image setting
3088		A2MV2H042RJ8TY		1013		1		1		0,1		s2_p03_v04_e28		301.225		blur to Hue====change to hue for black and white
3089		AD5IKFAK8KN4P		1013		0		0		1,0		s2_p03_v04_e28		301.225		blur to Hue====change to hue for black and white
3090		AI9WYG457WDW2		1013		1		1		0,1		s2_p03_v04_e28		301.225		blur to Hue====change to hue for black and white
3091		AWTJ1X4WZQ7H6		1014		noop		noop		1,0		s2_p03_v04_e29		311.97		lowering capacity====lower opacity adds color back
3092		AI9WYG457WDW2		1014		1		1		1,0		s2_p03_v04_e29		311.97		lowering capacity====lower opacity adds color back
3093		A1PYMROZ75S4FW		1014		1		1		1,0		s2_p03_v04_e29		311.97		lowering capacity====lower opacity adds color back
3094		A1PQOXIDIXQS81		1015		@		when he choose the backround alone There is no necessity to show the man. Can show only the backround and need to delete the person completely. 		1,0		s2_p03_v04_e32		85.315		over all we got some sweet contrasting====delete additional layer
3095		A2VQ46CXQ4RZGI		1015		0		0		0,1		s2_p03_v04_e32		85.315		over all we got some sweet contrasting====delete additional layer
3096		AI9WYG457WDW2		1015		1		1		1,0		s2_p03_v04_e32		85.315		over all we got some sweet contrasting====delete additional layer
3097		A2MV2H042RJ8TY		1016		1		1		0,1		s2_p03_v04_e33		92.63		so let jump  into this i am going to delete this layer====double click the lock and click OK
3098		AD5IKFAK8KN4P		1016		0		0		0,1		s2_p03_v04_e33		92.63		so let jump  into this i am going to delete this layer====double click the lock and click OK
3099		A2IZ21VPUWDNM2		1016		1		1		0,1		s2_p03_v04_e33		92.63		so let jump  into this i am going to delete this layer====double click the lock and click OK
3100		A2MV2H042RJ8TY		1017		2		2		0,1,2		s2_p03_v04_e35		107.76		the name does matter o is ok we can get to work====Use Lasso tool====click Lasso Tool
3101		AWTJ1X4WZQ7H6		1017		2		2		1,0,2		s2_p03_v04_e35		107.76		the name does matter o is ok we can get to work====Use Lasso tool====click Lasso Tool
3102		ATIGCUKIPNWG0		1017		2		2		2,1,0		s2_p03_v04_e35		107.76		the name does matter o is ok we can get to work====Use Lasso tool====click Lasso Tool
3103		A2MV2H042RJ8TY		1018		1		1		1,0		s2_p03_v04_e37		116.49		make sure your Feather is set up to something high like 80 px====soften edges of selection and refine edges
3104		A2VQ46CXQ4RZGI		1018		1		1		1,0		s2_p03_v04_e37		116.49		make sure your Feather is set up to something high like 80 px====soften edges of selection and refine edges
3105		A1VUIQMGSOL9LS		1018		0		0		0,1		s2_p03_v04_e37		116.49		make sure your Feather is set up to something high like 80 px====soften edges of selection and refine edges
3106		A2MV2H042RJ8TY		1019		0		0		1,0		s2_p03_v04_e47		168.33		open adjustment panel====open up the adjustment panel here click on the level adjustment 
3107		AE07IWH0B4F5E		1019		1		1		1,0		s2_p03_v04_e47		168.33		open adjustment panel====open up the adjustment panel here click on the level adjustment 
3108		A2CK0OXMPOR9LE		1019		1		1		1,0		s2_p03_v04_e47		168.33		open adjustment panel====open up the adjustment panel here click on the level adjustment 
3109		A2CK0OXMPOR9LE		1020		2		2		0,1,2		s2_p03_v04_e48		182.81		Take middle point click & drag to the right====about levels 1====take the middle point and click and drag it to right which will darken the edges a little bit
3110		A1EJF2XR921HDX		1020		0		0		2,1,0		s2_p03_v04_e48		182.81		Take middle point click & drag to the right====about levels 1====take the middle point and click and drag it to right which will darken the edges a little bit
3111		A2VQ46CXQ4RZGI		1020		1		1		0,2,1		s2_p03_v04_e48		182.81		Take middle point click & drag to the right====about levels 1====take the middle point and click and drag it to right which will darken the edges a little bit
3112		AWTJ1X4WZQ7H6		1021		1		1		0,1		s2_p03_v04_e49		130.8		layer o====make a selection close to edges
3113		A0209255363QIA3IXELX		1021		1		1		1,0		s2_p03_v04_e49		130.8		layer o====make a selection close to edges
3114		A31YDYHV4N3SPN		1021		1		1		0,1		s2_p03_v04_e49		130.8		layer o====make a selection close to edges
3115		A2MV2H042RJ8TY		1022		0		0		1,0		s2_p03_v05_e06		272.735		Use Unsharp Mask====use the unsharp mask tool
3116		A0209255363QIA3IXELX		1022		0		0		0,1		s2_p03_v05_e06		272.735		Use Unsharp Mask====use the unsharp mask tool
3117		A3CC8XGHB7HL85		1022		0		0		0,1		s2_p03_v05_e06		272.735		Use Unsharp Mask====use the unsharp mask tool
3118		A2MV2H042RJ8TY		1023		0		0		0,1		s2_p03_v05_e07		118.72		click layer====click Layer / New Adjustment Layer / Curves
3119		ARZEZGD9TYK3Q		1023		@		GO TO CURVES		0,1		s2_p03_v05_e07		118.72		click layer====click Layer / New Adjustment Layer / Curves
3120		A2VQ46CXQ4RZGI		1023		1		1		0,1		s2_p03_v05_e07		118.72		click layer====click Layer / New Adjustment Layer / Curves
3121		A2MV2H042RJ8TY		1024		1		1		0,1		s2_p03_v05_e08		121.185		new adjustment layer====click OK
3122		A387OFOUJEG6FT		1024		0		0		0,1		s2_p03_v05_e08		121.185		new adjustment layer====click OK
3123		A1DBDHM956762E		1024		@		name curves		1,0		s2_p03_v05_e08		121.185		new adjustment layer====click OK
3124		A2MV2H042RJ8TY		1025		1		1		1,2,0		s2_p03_v05_e10		164.32		create a new layer above those 2 layers====create a new layer on colour contrast====Can change the color effects
3125		A2IZ21VPUWDNM2		1025		0		0		0,2,1		s2_p03_v05_e10		164.32		create a new layer above those 2 layers====create a new layer on colour contrast====Can change the color effects
3126		A1DBDHM956762E		1025		0		0		1,0,2		s2_p03_v05_e10		164.32		create a new layer above those 2 layers====create a new layer on colour contrast====Can change the color effects
3127		A2VQ46CXQ4RZGI		1026		0		0		1,0		s2_p03_v05_e13		26.28		select your image====Make a selection
3128		A2MV2H042RJ8TY		1026		0		0		1,0		s2_p03_v05_e13		26.28		select your image====Make a selection
3129		ATIGCUKIPNWG0		1026		0		0		0,1		s2_p03_v05_e13		26.28		select your image====Make a selection
3130		A2MV2H042RJ8TY		1027		0		0		0,1		s2_p03_v05_e15		43.405		select the whole image====setting the edges 
3131		A25Q2QV438WIWU		1027		0		0		1,0		s2_p03_v05_e15		43.405		select the whole image====setting the edges 
3132		A1PYMROZ75S4FW		1027		0		0		1,0		s2_p03_v05_e15		43.405		select the whole image====setting the edges 
3133		A1CDSXUOTCMTP5		1028		1		1		0,1		s2_p03_v05_e16		49.785		select Invert====Make a new adjustment layer
3134		A2Y5A2VKUNMAR2		1028		0		0		0,1		s2_p03_v05_e16		49.785		select Invert====Make a new adjustment layer
3135		A3NRBZ60KNPFYV		1028		0		0		1,0		s2_p03_v05_e16		49.785		select Invert====Make a new adjustment layer
3136		A2MV2H042RJ8TY		1029		0		0		0,1		s2_p03_v05_e18		59.785		click Layers / New Adjustment Layers / Levels====choose the layer menu then selcet the new adjustment layer
3137		A3CC8XGHB7HL85		1029		0		0		1,0		s2_p03_v05_e18		59.785		click Layers / New Adjustment Layers / Levels====choose the layer menu then selcet the new adjustment layer
3138		ADDUWZ06KEK4T		1029		0		0		1,0		s2_p03_v05_e18		59.785		click Layers / New Adjustment Layers / Levels====choose the layer menu then selcet the new adjustment layer
3139		A2MV2H042RJ8TY		1030		1		1		0,1		s2_p03_v05_e19		70.54		slide grey pointer to the right====Use New Layer tool
3140		ACHTQDBO8RS0O		1030		0		0		1,0		s2_p03_v05_e19		70.54		slide grey pointer to the right====Use New Layer tool
3141		A1DBDHM956762E		1030		0		0		1,0		s2_p03_v05_e19		70.54		slide grey pointer to the right====Use New Layer tool
3142		A2MV2H042RJ8TY		1031		1		1		1,0		s2_p03_v05_e22		299.505		how to set black and white to RGB====choose the image menu then click add color sub menu
3143		AI9WYG457WDW2		1031		1		1		0,1		s2_p03_v05_e22		299.505		how to set black and white to RGB====choose the image menu then click add color sub menu
3144		A1P9C5ONJMV6UV		1031		1		1		0,1		s2_p03_v05_e22		299.505		how to set black and white to RGB====choose the image menu then click add color sub menu
3145		A2MV2H042RJ8TY		1049		1		1		1,0		s2_p04_v03_e06		129.03		go to the drop down click blue drag line down to first graph line====drag the bar into down
3146		A2VQ46CXQ4RZGI		1049		1		1		1,0		s2_p04_v03_e06		129.03		go to the drop down click blue drag line down to first graph line====drag the bar into down
3147		A2O4KD35UJZ3SS		1049		0		0		0,1		s2_p04_v03_e06		129.03		go to the drop down click blue drag line down to first graph line====drag the bar into down
3148		A0209255363QIA3IXELX		1050		0		0		0,1		s2_p04_v03_e07		135.23		take bottom of line and drag it up to the first graph line====then drag the bar into topthen choose the red color
3149		A2IZ21VPUWDNM2		1050		noop		noop		0,1		s2_p04_v03_e07		135.23		take bottom of line and drag it up to the first graph line====then drag the bar into topthen choose the red color
3150		AFGAW97ISNQPK		1050		1		1		1,0		s2_p04_v03_e07		135.23		take bottom of line and drag it up to the first graph line====then drag the bar into topthen choose the red color
3151		A2VQ46CXQ4RZGI		1051		0		0		1,0		s2_p04_v03_e10		271.935		no instruction====01
3152		A1EJF2XR921HDX		1051		noop		noop		0,1		s2_p04_v03_e10		271.935		no instruction====01
3153		A247JAPJZIFGN4		1051		0		0		0,1		s2_p04_v03_e10		271.935		no instruction====01
3154		A2MV2H042RJ8TY		1052		1		1		0,1		s2_p04_v03_e17		72.04		Use of soft light mode====change mode to Soft Light
3155		AWTJ1X4WZQ7H6		1052		1		1		1,0		s2_p04_v03_e17		72.04		Use of soft light mode====change mode to Soft Light
3156		A1PYMROZ75S4FW		1052		1		1		0,1		s2_p04_v03_e17		72.04		Use of soft light mode====change mode to Soft Light
3157		A2MV2H042RJ8TY		1053		0		0		1,0		s2_p04_v03_e18		49.765		make a new layer====Double-click the background layer to unlock it.
3158		A1YA3HNCUJSJF4		1053		1		1		1,0		s2_p04_v03_e18		49.765		make a new layer====Double-click the background layer to unlock it.
3159		A2O4KD35UJZ3SS		1053		1		1		0,1		s2_p04_v03_e18		49.765		make a new layer====Double-click the background layer to unlock it.
3160		A2MV2H042RJ8TY		1054		1		1		1,0		s2_p04_v03_e19		51.625		unlock new layer====double click the background layer to unlock it
3161		A2VQ46CXQ4RZGI		1054		1		1		0,1		s2_p04_v03_e19		51.625		unlock new layer====double click the background layer to unlock it
3162		AWTJ1X4WZQ7H6		1054		1		1		0,1		s2_p04_v03_e19		51.625		unlock new layer====double click the background layer to unlock it
3163		A2MV2H042RJ8TY		1055		3		3		2,0,1,3		s2_p04_v03_e20		56.04		duplicate that layer====Duplicate the layer. Right click the layer and select ====Duplicating Layer====right click duplicate
3164		A2VQ46CXQ4RZGI		1055		3		3		2,3,1,0		s2_p04_v03_e20		56.04		duplicate that layer====Duplicate the layer. Right click the layer and select ====Duplicating Layer====right click duplicate
3165		A1DBDHM956762E		1055		0		0		0,1,2,3		s2_p04_v03_e20		56.04		duplicate that layer====Duplicate the layer. Right click the layer and select ====Duplicating Layer====right click duplicate
3166		A10ZY1PUK6OS51		1056		0		0		1,0		s2_p04_v03_e22		227.405		add blur by using blur tool====if you want you can add blur to it
3167		A2VQ46CXQ4RZGI		1056		0		0		1,0		s2_p04_v03_e22		227.405		add blur by using blur tool====if you want you can add blur to it
3168		AWTJ1X4WZQ7H6		1056		0		0		1,0		s2_p04_v03_e22		227.405		add blur by using blur tool====if you want you can add blur to it
3169		A2MV2H042RJ8TY		1057		1		1		1,0		s2_p04_v03_e24		233.885		blur edges====select the first layer make a blur wing on the edges like that
3170		AWTJ1X4WZQ7H6		1057		1		1		1,0		s2_p04_v03_e24		233.885		blur edges====select the first layer make a blur wing on the edges like that
3171		A2O4KD35UJZ3SS		1057		1		1		0,1		s2_p04_v03_e24		233.885		blur edges====select the first layer make a blur wing on the edges like that
3172		A1F7BEWTULJV46		1058		0		0		0,1		s2_p04_v03_e25		117.255		go to Adjustments and click Curves====click curves then select the drop down menu then click the blue color
3173		A2VQ46CXQ4RZGI		1058		1		1		1,0		s2_p04_v03_e25		117.255		go to Adjustments and click Curves====click curves then select the drop down menu then click the blue color
3174		AWTJ1X4WZQ7H6		1058		1		1		1,0		s2_p04_v03_e25		117.255		go to Adjustments and click Curves====click curves then select the drop down menu then click the blue color
3175		A38EHOL0U2BTV0		1059		@		add a photo filter		0,1		s2_p04_v03_e27		194.04		create a new layer====create a new layer
3176		A2VQ46CXQ4RZGI		1059		0		0		1,0		s2_p04_v03_e27		194.04		create a new layer====create a new layer
3177		A1PYMROZ75S4FW		1059		1		1		1,0		s2_p04_v03_e27		194.04		create a new layer====create a new layer
3178		A2MV2H042RJ8TY		1060		0		0		0,1		s2_p04_v03_e28		171.28		Create a new layer====create a new layer
3179		AI9WYG457WDW2		1060		1		1		1,0		s2_p04_v03_e28		171.28		Create a new layer====create a new layer
3180		AFGAW97ISNQPK		1060		0		0		1,0		s2_p04_v03_e28		171.28		Create a new layer====create a new layer
3181		A1EJF2XR921HDX		1061		0		0		0,1,2		s2_p04_v03_e30		37.7266666667		open up a picture====Open up a picture of whatever you want.====open your photo
3182		AFGAW97ISNQPK		1061		2		2		0,1,2		s2_p04_v03_e30		37.7266666667		open up a picture====Open up a picture of whatever you want.====open your photo
3183		A2O4KD35UJZ3SS		1061		1		1		1,0,2		s2_p04_v03_e30		37.7266666667		open up a picture====Open up a picture of whatever you want.====open your photo
3184		A2MV2H042RJ8TY		1062		0		0		0,1		s2_p04_v03_e31		201.02		add photo filter====you can add a photo filter
3185		AFGAW97ISNQPK		1062		0		0		1,0		s2_p04_v03_e31		201.02		add photo filter====you can add a photo filter
3186		AI9WYG457WDW2		1062		1		1		0,1		s2_p04_v03_e31		201.02		add photo filter====you can add a photo filter
3187		A2VQ46CXQ4RZGI		1063		2		2		2,0,1		s2_p04_v03_e32		100.596666667		open Paint Bucket to under Gradient tool====duplicating the layer====Use of paint bucket tool
3188		AI9WYG457WDW2		1063		0		0		0,2,1		s2_p04_v03_e32		100.596666667		open Paint Bucket to under Gradient tool====duplicating the layer====Use of paint bucket tool
3189		A3DLDSXGH336Y0		1063		0		0		1,0,2		s2_p04_v03_e32		100.596666667		open Paint Bucket to under Gradient tool====duplicating the layer====Use of paint bucket tool
3190		A2MV2H042RJ8TY		1064		0		0		0,1		s2_p04_v03_e33		106.365		change normal to Exclusion====Color Exclusion
3191		A10ZY1PUK6OS51		1064		0		0		0,1		s2_p04_v03_e33		106.365		change normal to Exclusion====Color Exclusion
3192		A2O4KD35UJZ3SS		1064		0		0		0,1		s2_p04_v03_e33		106.365		change normal to Exclusion====Color Exclusion
3193		A2VQ46CXQ4RZGI		1065		1		1		1,0		s2_p04_v04_e02		214.785		reduce the opacity way down====this is the one with the hard line effect this is the one with the curve
3194		A2O4KD35UJZ3SS		1065		0		0		1,0		s2_p04_v04_e02		214.785		reduce the opacity way down====this is the one with the hard line effect this is the one with the curve
3195		A1PYMROZ75S4FW		1065		1		1		1,0		s2_p04_v04_e02		214.785		reduce the opacity way down====this is the one with the hard line effect this is the one with the curve
3196		A2VQ46CXQ4RZGI		1066		0		0		1,0		s2_p04_v04_e05		299.28		so befoore and after====this is before this is after this is how to create a photo vintage in a photoshop 
3197		A2MV2H042RJ8TY		1066		noop		noop		0,1		s2_p04_v04_e05		299.28		so befoore and after====this is before this is after this is how to create a photo vintage in a photoshop 
3198		A10ZY1PUK6OS51		1066		@		how to create a vintage photo look in photoshop		1,0		s2_p04_v04_e05		299.28		so befoore and after====this is before this is after this is how to create a photo vintage in a photoshop 
3199		A2MV2H042RJ8TY		1067		noop		noop		1,0		s2_p04_v04_e06		282.995		if you think the colour is too faded out don====more reds more greens
3200		A1VUIQMGSOL9LS		1067		1		1		1,0		s2_p04_v04_e06		282.995		if you think the colour is too faded out don====more reds more greens
3201		A1DBDHM956762E		1067		1		1		0,1		s2_p04_v04_e06		282.995		if you think the colour is too faded out don====more reds more greens
3202		A2MV2H042RJ8TY		1068		2		2		1,0,2		s2_p04_v04_e08		110.2		in cs 4 layer it just pop up just get the black point just a little up==== I WOULD THE MIDTONES====stick to midtones
3203		A39UF1AS2T27VZ		1068		2		2		1,0,2		s2_p04_v04_e08		110.2		in cs 4 layer it just pop up just get the black point just a little up==== I WOULD THE MIDTONES====stick to midtones
3204		A2VQ46CXQ4RZGI		1068		0		0		1,0,2		s2_p04_v04_e08		110.2		in cs 4 layer it just pop up just get the black point just a little up==== I WOULD THE MIDTONES====stick to midtones
3205		A2MV2H042RJ8TY		1069		noop		noop		0,1		s2_p04_v04_e10		55.005		Intro. no instructions in this part of the vid====Desaturate photo
3206		A3RGYT0JTEHAOK		1069		1		1		0,1		s2_p04_v04_e10		55.005		Intro. no instructions in this part of the vid====Desaturate photo
3207		A2Y5A2VKUNMAR2		1069		1		1		0,1		s2_p04_v04_e10		55.005		Intro. no instructions in this part of the vid====Desaturate photo
3208		A2MV2H042RJ8TY		1070		0		0		0,1		s2_p04_v04_e12		83.05		Change colours in layer====go to Image Adjustment / Color balance
3209		AI9WYG457WDW2		1070		1		1		1,0		s2_p04_v04_e12		83.05		Change colours in layer====go to Image Adjustment / Color balance
3210		AFGAW97ISNQPK		1070		1		1		1,0		s2_p04_v04_e12		83.05		Change colours in layer====go to Image Adjustment / Color balance
3211		A2MV2H042RJ8TY		1071		1		1		0,1		s2_p04_v04_e14		126.225		just play the colour you like play with your eye and click the ok button ====click OK
3212		A2VQ46CXQ4RZGI		1071		0		0		0,1		s2_p04_v04_e14		126.225		just play the colour you like play with your eye and click the ok button ====click OK
3213		A0209255363QIA3IXELX		1071		1		1		1,0		s2_p04_v04_e14		126.225		just play the colour you like play with your eye and click the ok button ====click OK
3214		ATIGCUKIPNWG0		1072		1		1		0,1		s2_p04_v04_e16		274.195		no instructions in this portion of the vid====Layer palette for your guys. this will be my final images
3215		A1DBDHM956762E		1072		1		1		0,1		s2_p04_v04_e16		274.195		no instructions in this portion of the vid====Layer palette for your guys. this will be my final images
3216		AI9WYG457WDW2		1072		1		1		1,0		s2_p04_v04_e16		274.195		no instructions in this portion of the vid====Layer palette for your guys. this will be my final images
3217		A2VQ46CXQ4RZGI		1073		2		2		1,2,0		s2_p04_v04_e17		70.5133333333		Duplicate layer====Duplicate your layer====duplicating the layer and changing the background
3218		A2MV2H042RJ8TY		1073		1		1		1,0,2		s2_p04_v04_e17		70.5133333333		Duplicate layer====Duplicate your layer====duplicating the layer and changing the background
3219		A2O4KD35UJZ3SS		1073		2		2		0,2,1		s2_p04_v04_e17		70.5133333333		Duplicate layer====Duplicate your layer====duplicating the layer and changing the background
3220		ATIGCUKIPNWG0		1074		0		0		0,1		s2_p04_v04_e20		169.705		move black point up====To set layers and background
3221		A1PYMROZ75S4FW		1074		0		0		1,0		s2_p04_v04_e20		169.705		move black point up====To set layers and background
3222		A1DBDHM956762E		1074		@		it is removing the blacks from the images		1,0		s2_p04_v04_e20		169.705		move black point up====To set layers and background
3223		A2MV2H042RJ8TY		1075		noop		noop		1,0		s2_p04_v04_e21		145.985		fade contrast in the image====nest step is to fade the contrast in this images. 
3224		A2VQ46CXQ4RZGI		1075		1		1		0,1		s2_p04_v04_e21		145.985		fade contrast in the image====nest step is to fade the contrast in this images. 
3225		A0209255363QIA3IXELX		1075		0		0		0,1		s2_p04_v04_e21		145.985		fade contrast in the image====nest step is to fade the contrast in this images. 
3226		A2MV2H042RJ8TY		1076		1		1		0,1		s2_p04_v04_e22		245.395		now the colour for the image is too saturated====click on your adjusted layer
3227		A2O4KD35UJZ3SS		1076		0		0		0,1		s2_p04_v04_e22		245.395		now the colour for the image is too saturated====click on your adjusted layer
3228		AI9WYG457WDW2		1076		0		0		0,1		s2_p04_v04_e22		245.395		now the colour for the image is too saturated====click on your adjusted layer
3229		A0209255363QIA3IXELX		1077		1		1		1,0		s2_p04_v04_e24		186.37		create a duplicate layer====creating dulicate layer and hiding the original layer
3230		ATIGCUKIPNWG0		1077		0		0		0,1		s2_p04_v04_e24		186.37		create a duplicate layer====creating dulicate layer and hiding the original layer
3231		A2O4KD35UJZ3SS		1077		1		1		0,1		s2_p04_v04_e24		186.37		create a duplicate layer====creating dulicate layer and hiding the original layer
3232		A2MV2H042RJ8TY		1078		0		0		1,0		s2_p04_v05_e03		79.875		then drag the saturation bar====make a copy by clicking your background layer then Layer / Duplicate Layer
3233		A31YDYHV4N3SPN		1078		noop		noop		0,1		s2_p04_v05_e03		79.875		then drag the saturation bar====make a copy by clicking your background layer then Layer / Duplicate Layer
3234		A2IZ21VPUWDNM2		1078		noop		noop		1,0		s2_p04_v05_e03		79.875		then drag the saturation bar====make a copy by clicking your background layer then Layer / Duplicate Layer
3235		A2VQ46CXQ4RZGI		1079		1		1		1,0		s2_p04_v05_e04		139.955		after erasing the image will be very clear====click Layer/ New Layer
3236		A2MV2H042RJ8TY		1079		1		1		0,1		s2_p04_v05_e04		139.955		after erasing the image will be very clear====click Layer/ New Layer
3237		AHZK68L2UCA70		1079		noop		noop		1,0		s2_p04_v05_e04		139.955		after erasing the image will be very clear====click Layer/ New Layer
3238		A2MV2H042RJ8TY		1080		noop		noop		1,0		s2_p04_v05_e09		284.6		finish circling around====changing the backgrounds to black and white
3239		A2VQ46CXQ4RZGI		1080		1		1		1,0		s2_p04_v05_e09		284.6		finish circling around====changing the backgrounds to black and white
3240		A387OFOUJEG6FT		1080		1		1		1,0		s2_p04_v05_e09		284.6		finish circling around====changing the backgrounds to black and white
3241		A2MV2H042RJ8TY		1081		0		0		1,0		s2_p04_v05_e10		94.645		click OK====select the layer menu then click the duplicate layer
3242		A2O4KD35UJZ3SS		1081		1		1		1,0		s2_p04_v05_e10		94.645		click OK====select the layer menu then click the duplicate layer
3243		A1PYMROZ75S4FW		1081		0		0		0,1		s2_p04_v05_e10		94.645		click OK====select the layer menu then click the duplicate layer
3244		ATIGCUKIPNWG0		1082		0		0		2,1,0		s2_p04_v05_e11		99.1433333333		click Filter / Blur / Gaussian Blur====changing the background and saturation====select filter menu then click the blur
3245		A2O4KD35UJZ3SS		1082		0		0		0,1,2		s2_p04_v05_e11		99.1433333333		click Filter / Blur / Gaussian Blur====changing the background and saturation====select filter menu then click the blur
3246		A1DBDHM956762E		1082		@		now look at the blur this up by increasing the radius		0,2,1		s2_p04_v05_e11		99.1433333333		click Filter / Blur / Gaussian Blur====changing the background and saturation====select filter menu then click the blur
3247		A2MV2H042RJ8TY		1083		1		1		0,1		s2_p04_v05_e14		192.78		change blend mode to Overlay====Choose the Blend Mode - Overlay
3248		AWTJ1X4WZQ7H6		1083		1		1		0,1		s2_p04_v05_e14		192.78		change blend mode to Overlay====Choose the Blend Mode - Overlay
3249		AI9WYG457WDW2		1083		noop		noop		0,1		s2_p04_v05_e14		192.78		change blend mode to Overlay====Choose the Blend Mode - Overlay
3250		A3RGYT0JTEHAOK		1084		0		0		1,0		s2_p04_v05_e15		172.575		click Select / Deselect====Apply Free Transform
3251		A2MV2H042RJ8TY		1084		0		0		0,1		s2_p04_v05_e15		172.575		click Select / Deselect====Apply Free Transform
3252		AI9WYG457WDW2		1084		1		1		0,1		s2_p04_v05_e15		172.575		click Select / Deselect====Apply Free Transform
3253		AFGAW97ISNQPK		1085		1		1		0,1		s2_p04_v05_e18		210.57		Change Foreground Color====change foreground color to mid-grey
3254		A0209255363QIA3IXELX		1085		1		1		0,1		s2_p04_v05_e18		210.57		Change Foreground Color====change foreground color to mid-grey
