170		A13OFTDF85YA1Q		170		1		1		2,1,0		s2_c02_v04_e11		take 3 eggs====3 eggs beaten====beat 3 eggs
171		A32ZOUVKLUA6O9		171		0		0		1,0,2		s2_c02_v04_e12		Cook your elbow macaroni noodles====Cook Elbow Maccoroni====4 cups cooked elbow macaroni
172		AWG0O1Y2ZKL2E		172		1		1		0,1		s2_c02_v04_e13		no more than two cups====No more than 2 cups of raw pasta
173		A1XUIEY8Y9BH0J		173		1		1		1,0		s2_c02_v04_e14		add half a cup of sour cream====mix that in with
174		A13OFTDF85YA1Q		174		1		1		0,1		s2_c02_v04_e16		Ingredients needed for Recipe====macaroni and cheese
175		A2FJ8YQ6VHGD2L		175		0		0		1,2,0		s2_c02_v04_e17		am just can make====mix butter in====I
176		A16D2GVNFHEB9V		176		1		1		0,1		s2_c02_v04_e18		what we want to do right now is top it with cheese====Top macaroni with more cheese
177		AL3UGBNTPA0I7		177		@		making macaroni and cheese		1,0		s2_c02_v04_e19		secret ingredient is====1/2 cup sour cream
178		A13OFTDF85YA1Q		178		1		1		0,1		s2_c02_v04_e20		Now I====add grated cheese
179		A19E911F98ERLT		179		0		0		0,1		s2_c02_v04_e23		Bake for 5 more minutes====5 more minutes
180		A13OFTDF85YA1Q		180		2		2		1,0,2		s2_c02_v04_e24		Spray pan with cooking spray====spray pan with cooking spray====some other different receipes
181		A2FJ8YQ6VHGD2L		181		1		1		0,1		s2_c02_v04_e25		I====cut cheese in cubes
182		AWTJ1X4WZQ7H6		182		1		1		1,0		s2_c02_v04_e27		I====start with butter
183		A32ZOUVKLUA6O9		183		@		Couple more bag o' cheese		0,1		s2_c02_v04_e29		a little salt====a little salt
184		A27ZZCI4LRCBU7		184		@		See on layer		0,1,2		s2_c02_v04_e31		Let====lets dig in====amazon pies
185		A2FJ8YQ6VHGD2L		185		2		2		0,1,2		s2_c02_v04_e32		Take it out====baked cake ====lets take it out
186		A3F2PZYXP4ZWUF		186		1		1		1,0		s2_c02_v05_e07		add two table spoons====Add 2 tsp cayenne pepper
187		A13OFTDF85YA1Q		187		0		0		1,0		s2_c02_v05_e09		Bake in oven for 30 minutes at 350====Put in oven for 30 minutes at 350 degrees
188		A3N6RZCJCAO23K		188		1		1		0,1		s2_c02_v05_e10		Bake in oven at 350 for 30 minutes====we have to wait for 30 minutes
189		AVHG2CA7ORMX5		189		0		0		0,1		s2_c02_v05_e12		Add 1 1/2 tsp of basil ====add chilli powder and curry leaves
190		A3AJR1PM02424Y		190		0		0		0,1		s2_c02_v05_e14		Add 1 tsp of salt====carrot cheese
191		A1USN4KHILLJFN		191		@		constantly stir the sauce		0,1		s2_c02_v05_e15		put cheese====and then two I
192		A16D2GVNFHEB9V		192		0		0		1,0		s2_c02_v05_e16		did you steal that====Subscribe to Hungry
193		AWTJ1X4WZQ7H6		193		0		0		1,0		s2_c02_v05_e21		Add 2 1/2 cups cooked broccoli====2 1/2 C broccoli
194		A16D2GVNFHEB9V		194		1		1		1,0		s2_c02_v05_e22		Add 2 1/2 C broccoli====Add 1/2 cup sundried tomatoes
195		AVHG2CA7ORMX5		195		1		1		0,1		s2_c02_v05_e25		cut the spring onion and add it====Add 2 Tbsp flour to onions
196		A3E3QXLHXAGY4Y		196		0		0		0,1		s2_c02_v05_e26		Add 2 Tbsp of flour====add flour
197		A1GF5N3BOOAE6J		197		0		0		1,0		s2_c02_v05_e27		add 1 3/4 cup milk====put 3/4 of milk
198		A2Y5A2VKUNMAR2		198		0		0		1,0		s2_c03_v01_e03		Use a potato masher to mash each individual avocado half====mashed vegetables and egg
199		AVHG2CA7ORMX5		199		0		0		0,1,2		s2_c03_v01_e09		Add ground black pepper====Ground pepper====Sprinkle ground pepper over mix
200		A3E3QXLHXAGY4Y		200		1		1		2,1,0		s2_c03_v01_e10		Add cumin====Cumin====Add cumin
